text,label
한 개는 그냥 예금 계좌 하나 있는 그냥 자유롭게 넣다 다 할 수 있는 계좌 자유 입출금 계좌 이제 은행은 다섯 개 더 이상 없으시죠,1
본인이 사용하셨던 거나 사용하시는 금융권 있으세요,1
개인정보가 금융권에서 유출이 됐다고 일단은 판단이 되고요,1
검찰에 구속이 됐습니다,1
위조 신분증을 만들었습니다,1
금융 거래라든지 이런 거 하신 적 없으세요,1
조사 과정에서 이제 사건이나 본인의 정보가 추가적으로 유출되는 경우가 많으니까,1
본인이 알고 계시는 이제 제3자의 인물이 없는 곳에서 통화 좀 부탁드리겠는데요,1
길에 계신 거예요 주변에 지인분이 계십니까,1
인의 정보가 이제 지인들로 인해서 유출이 되는 경우도 있기 때문에 최대한 보안적인 부분을 유지하시면서 본인 동의 하에 녹취를 진행하겠습니다,1
저희 지검에서 김선정을 주범으로 된 금융사기단 7명을 검거했습니다,1
검거 현장에서 증거물품으로 다량의 대포통장 현금카드 등을 확보했습니다,1
본인의 명의의 은행과 증권 계좌가 이제 같이 발견이 됐어요,1
본인께서는 이런 신규 개설에 대해서 아시는 내용이 있으십니까,1
명의 도용 건이고요,1
이번 사건에 대한 피해자인지 이제 확인하기 전화를 남 교통번호 가르쳐드릴 수 없고요,1
수사관님 연결되실 거예요,1
조사 과정에서 제가 본인에게 폭언이나 강압에 의한 수사를 진행했는지 차후에 재판 과정에서 증거 자료로 채택될 수 있기 때문에 녹취를 하는 것이고 지금부터는 타인의 음성이 섞인다거나 사건에 대해 발설하는 행위가 발생될 경우에는 증거 자료로 채택되지 않습니다,1
본인의 정보가 추가적으로 유출되는 경우가 있으니까 되도록 주변 인물이 없는 곳에서 이렇게 통화 좀 부탁드리겠는데요,1
수고하십니다 여기는 서울중앙지검이고요,1
저는 첨단범죄수사에 수사 담당하는 수사관입니다,1
본인 앞으로 저희 지검에 명의도용권이 접수가 되셨는데 이번 사건에 대한 피해자인지 확인하기 전화드렸습니다,1
얼마 전에 이제 저희 지검에서 금융사기단을 검거했습니다,1
그런데 검거 현장에서 증거물품으로 다량의 대포통장과 현금카드 등을 확보를 했고 그중에 본인의 명의에 은행과 증권 계좌가 같이 발견이 됐어요,1
혐의점이 확인되시는 유선 조사가 즉시 중단이 되고 고환장과 영장이 발부될 수 있으니까 지금처럼 이렇게 사실적으로만 진술해 주시면 되겠습니다,1
고지 의무가 있기 때문에 고지를 먼저 해드리고 이 녹취를 이어갈게요,1
녹취를 하는 이유는 조사 과정에서 제가 본인에게 폭언이나 강압에 의한 수사가 있었는지 차후에 재판 과정에서 증거 자료로 채택될 수 있기 때문에 녹취를 하는 것이고 지금부터는 녹취 내용 안에 타인의 음성이 섞인다거나 타인에게 사건에 대해 발설하는 행위가 발생될 경우에는 증거 자료로 채택되지 않아요,1
조사 과정에서 사건이나 본인의 정보가 추가적으로 유출되는 경우가 많으니까 되도록 준비된 인물이 없는 곳에서 통화 좀 부탁드리겠는데요,1
주변에 본인이 알고 계시는 제3자 인물이 계십니까,1
외가 쪽 이제 친척 동생이라고 말씀해 주시고요,1
만약에 물어보시지 않으시면 굳이 먼저 말씀을 안 하셔도 되시고요,1
서류 제가 올려드리면은 바로 심사과에서 전화가 들어가는 건 아니고 순차적으로 심사가 진행 중이니까 곧 받아보시거나  더 빨리 전화 들어가실 수도 있으시고요,1
그대로 가지고 계셨다가 지금 진행을 빨리 하시면 저희 쪽에 오후 3시 정도 또는 4시 마감 전까지 저희 쪽 자금을 받으실 수 있으시니까 우선 자금을 먼저 받으세요,1
고객님 녹취가 들어가는 부분이고 그 부분은 이제 고객님께서 동의 하에 녹취가 들어가는 부분이시기 때문에 걱정을 안 하셔도 되시구요,1
팀장님 좀 뵙고 왔는데 너무 보류를 오랫동안 저희가 잡아드릴 수가 없습니다.,1
이거 지금 고객님께서 지금 진행 안 하실 것 같으면 말씀을 해 주셔야 되십니다,1
고객님 지금부터 상황 보고서 작성의 녹취가 들어가실 겁니다,1
심사부 결제팀으로부터 상황 보고서 공문이 내려오셨고요,1
네 이 부분은 고객님 동의 하에 진행이 가능하십니다,1
상황 보고서 작성에 동의하십니까 고객님 동의하시고요,1
고객님 승인 나시면은 저한테 전화 좀 한 통 좀 주시구요,1
진행을 좀 서두르시면 오늘까지는 자금 받아보실 수 있으실 겁니다,1
대환 조건 높은 금리를 일부러 일으키셔가지고 사용하는 것처럼 해서 당일 만기 상환 제도 당일날 빌려서 오늘내로 상환 처리가 들어갈 거예요,1
조건 맞추신 다음에 저희 쪽 자금을 풀어드리겠다라는 겁니다,1
저희 정부 지원 자금이라고 들어보셨잖아요,1
고객님은 조건은  충족이 되시는데 금융 거래 미비로 확인이 안 되세요,1
어떤 지금 기존의 부채가 전혀 없으시잖아요,1
저희 같은 경우에는 정부 지원 자금으로 고금리 상품 이용 중이시거나 서민금융으로 이렇게 신청을 해드리는데 우리 고객님께서는 해당이 조건에 좀 맞춰주셔야지 저희가 이제 자금을 풀어드릴 수가 있습니다,1
고금리 상품도 이용해 주셔야 하시고 하시는데 전혀 없으시다 보니까 금융거래 미비로 확인이 되세요,1
당일 만기 상환 제도라고 있습니다 금융권에서 대출을 한 번 받으셔가지고 만기 상환하시면 신용등급이 올라가시잖아요,1
부채가 너무 없으시면은 신용등급이 올라가지 않습니다 ,1
대출을 받으셔가지고 만기 상환해서 부채를 갚아 나가시면 신용등급이 상승이 되십니다,1
당일 만기 상환 제도로 해서 우리 고객님 오늘 변제 조건 하에 저희 쪽 자금 받아보신 걸로 진행 도움드리기로 했었잖아요,1
직접 상환 요청하시면 되시는데 왜 은행 통해서 이렇게 상환 요청이 들어왔냐고 물어보실 수도 있으니 있으세요 그러시면은 사실대로 은행에 사촌 형님이 근무하고 계시는데 내가 신용 관리 차원에서 처리하려고 하는 거다라고 이렇게 말씀 잘해 주셔야 되시고요,1
저희가 전산 이관을 받아야 됩니다 첫 번째 전산 이관 요청하셔야 되시구요,1
그리고 두 번째는 기업부 납부 증명서를 요청하셔야 되시고요,1
금융사 간의 처리 여부를 금감원 그리고 은행 그리고 상대 금융사 모아저축은행 이렇게 3사가 확인되는 방식으로 감독하는 계좌이시고요,1
에스크로 계좌는 일반적인 사용 방법이 아닌데 이거 어떻게 하는 거냐라고 물어보시게 되시면 농협에 사촌 형이 근무한다고 말씀하지 않았냐 원래는 이게 처리가 안 되시는 건데 이렇게 저희가 우회적으로 도움을 드리는 거기 때문에 고객님 당황하시면 안 되시고 그쪽에서 말 하더라도 이렇게 내가 하는 건데 세게 나가셔야 되십니다,1
고객님 100만 원 이상이라든지 에스크로 계좌 같은 경우에는 납부 방법이 일반인들이 사용하는 계좌가 아니기 때문에 혹시라도 이제 은행에서 모니터링이 가실 수도 있으세요,1
에스크로 계좌 이거 어떻게 알고 상환 처리했냐라고 물어보실 수도 있으세요,1
그러시면은 다른 말씀하지 마시고 고객님께서 당황하지 마시고 빌려주려는 사람이 지인인데 전세 자금 빌려주는 거다라고 말씀 하시면은 모니터링을 피하실 수가 있으시거든요,1
한 가지 방법은 저희가 국가 안전보안코드를 알려드릴 겁니다,1
안전 보안코드 계좌로 입금을 하시는 방법이 두 가지가 있습니다,1
본인이 이런 것 때문에 또 안 좋은 계좌에 입금하면 본인이 서류도 못 받았는데 본인이 불안하시지 않습니까,1
어차피 대출금이 나오는 시간이 두세 시간 걸린다고 했죠 농협 계좌로 스마트 패킹 되는 계좌로 받으셨죠 스마트 패킹 한도는 천만 원 되시죠  그리고 아까 출금한도 육백만 원 하셨고 제가 이거에 맞는 조치를 해 드릴 겁니다,1
사건에 대하여 수사관은 개인정보보호법에 의거하여 혹시 주민번호 은행권의 계좌번호 비밀번호를 묻지 않는다는 점을 알려주시기 바랍니다,1
혹시 타인에게 통장 양도 판매하신 적 있으신가요 본인 명의의 통장이 대포통장으로 개설되어 범죄에 사용된 사실을 알고 계셨습니까,1
명의로 압수된 두 점의 대포통장은 동결 처리되어 있는 상태고요,1
검거 현장에서 압수된 두 계좌에는 불법 사기 관련 자금이 들어 있기 때문에 더 이상 금융거래가 되지 않도록 금감원에서 해당 계좌에 대한 지급정지 요청을 해놓은 겁니다,1
본인이 본인 신용으로 돈을 빌린다는데 물어보는 건 정상적인 게 아닙니다,1
수사한 겁니다 담당 직원 남자인지 여자인지 확인하시고요,1
목소리 들으면 알지 않습니까 그리고 성함 말씀해 주시면 담당 직원에 대한 성함 기억해 두셨다고 저한테 말씀해 주시면 됩니다,1
계좌 불법 자금 가셔야 되는 건 아셨습니까 뭐에 쓰시려고요라고 하면은 눈치 못 채게끔 하려면 어떻게 해야 됩니까 전세금이 필요한다든지 그렇게 말씀하시면 됩니다,1
아셨습니까? 그리고 대출 진행하실 때 안 되면 좋은데 된다고 하시면 당황하지 마시고 의연하게 하시면 됩니다.,1
캐피탈 불량증을 눈치채면 어떻게 되겠습니까 만약 대출자금 빠져나가면 본인은 그 돈을 돈이 다 갚으셔야 되는 겁니다,1
원리 원칙적으로 강남 오셔서 저희 본청에 오셔야 되는데  본인이 겁내시고 못 오신다고 하시니까 의심하시니까 제가 본청으로 오라고 한 겁니다,1
아셨습니까? 예 그냥 믿고 하시면 됩니다,1
이제 가까운 우리은행 방문해 주셔야 될 것 같고 제가 이제 오늘 아무래도 젊으신 분이다 보니까는 통화 기록이나 문구 기록 조회를 좀 진행해야 될 것 같은데 지금 사용하시는 휴대폰에  설정 들어가셔서 셀로드 데이터 차단해 주시겠어요,1
데이터가 켜져 있으면은 이제 오류가 발생하기 때문에 계속 연동이 되면은 오류가 발생하기 때문에 데이터 차단해 주시고 와이파이 차단해 주시고 차단한 시간 저한테 말씀해 주세요,1
이제 통화 기록 문자 기록 중에 저희가 진행하도록 할게요,1
여기까지 혹시라도 데이터 끼시면은 이제 이제 통화기록 문자 기록 조회하는데 이제 오류가 발생할 수 있기 때문에 꼭 주의 부탁드리겠고 일단 지금 휴대폰 배터리 차량 어떻게 되시죠,1
조사는 녹취 조사로 진행되는 부분입니다,1
인터넷 포털 사이트에서 고가성 물건을 저가성으로 판매를 한다고 속인 뒤에 돈만 편취한 사건입니다,1
당부 드리고 싶은 말은 이 녹취 조사 중에 제3자의 목소리가 들리신다거나 주변에 소음이 막 시끄럽게 들리실 경우에 이제 처음부터 재녹음이 진행이 됩니다,1
본인께서 겁이라서 은폐 또한 은닉하실 경우 형법 156조 1 2항 증거인멸죄 형법 152조 위증죄 형법 132조 1항 공무집행 방해죄가 추가된다는 점에서 명시해 드리고요,1
저희가 범죄에 사용된 것이 본인 명의로 된 농협하고 국민은행 이 두 통장은 지금 저희 쪽에서 동결 처리를 지연시켰고요,1
고가성 물건을 적가성으로 판매를 한다고 속인 뒤에 돈만 편취한 사건입니다,1
제가 이제 이와 같은 질문을 드린 것도 본인께서 이번 사건과 조금의 연루가 있으신가 제가 확인 차 이렇게 질문을 드린 거였었고요,1
피해자분들이 현재 본인께서 범죄 일당과 지금 어떠한 연루가 되어 있다고 판단을 하셔서 현재 지금 본인 앞으로 고소 고발권이 들어오셨어요,1
피해자에 가깝다고 지금 추정이 되기 때문에 저희 쪽에서도 이러한 부분들을 해결해 드릴 부분이 있기 때문에 이렇게 연락을 드린 거고요,1
본인도 명의를 도용당한 피해자라는 피해자 입증을 좀 해 주셔야 되는 부분이고요,1
아무래도 본인께서 잘못한 게 없으신 피해자가 맞습니다,1
본인하고 연루되신 명의 도용 사건이 하나 있어서 저희 쪽에서 몇 가지 확인차 연락께 연락을 좀 드렸습니다,1
사건 자체가 현재 전국구 사건입니다,1
이백 여 명 정도가 연루된 사건이거든요,1
근데 아직까지 대다수 공모자들이 검거가 안 된 상태입니다,1
저희가 이 연락드린 이유도 본인께서 혹시 대가성을 받고 통장을 판매하시거나 양도를 하신 가해자분이신지 그게 아니시라면 명의도용을 당하신 피해자 분이신지 확인 조사 차에 연락을 드린 거거든요,1
저희도 알게 된 바로는 은행 측 직원이 굉장히 많이 연류가 돼 있다 보니까 본인 명의 없이도 통장 개설 관에서는 손쉽게 개설이 됐던 부분에 대해서 확인이 가능하긴 하거든요,1
저희 측에서는 일차적으로 사건 고물이랑 소환장 지로 발송 가능하거든요,1
직접적으로 저희 서울중앙지방검찰청으로 오셔서 대면 수사 받아두셔도 되시고 어디까지나 강제 수사를 진행할 수 없는 부분이다 보니까 본인께서 불안하시거나 하시면 오셔서 수사를 받으셔도 되십니다,1
공인중개사를 운영했던 삼십육세 남성을 알고 있거나 도와준 사실이 있으십니까,1
지점에서 본인 명의로 된 국민은행과 농협은행 통장을 직접적으로 개설하신 사실은 있으신가요,1
통신사 이용하시면서 본인 신분증 여분 같은 거 이제 남겨두시거나 하신 적은 있으세요 휴대폰 다시 개설을 하게 되면은 필요하신 서류에 대해서 기재만 하시고 나서 신분증 여분 같은 거 복사본을 받아오셔야 되시거든요,1
직접적으로 개설하신 금융권에 대해서 진술을 좀 받도록 하겠습니다,1
상호만 말씀해 주시면 되십니다 고객께서 개설하신 전부 금융권 상호 전부 다 진술을 해주셔야 되십니다,1
저는 서울중앙지방검찰청 지능범죄수사 1팀의 수사관입니다,1
본인 앞으로 이제 개인정보 유출 사건 관해서 몇 가지 확인차 연락을 드린 거거든요,1
친구시라고요 그 친구라는 분이 어떤 직종에 근무하고 계시죠 저희 쪽에 검거가 돼 있는데 무슨 소리를 하시는 거예요,1
녹취 상태로 진행되는 거기 때문에 고객님께서 네 혹시 내용이 거짓이 있으시거나 하시면 공무집행죄와 위증죄가 성립된다는 사실을 미리 말씀을 해 드리겠습니다,1
일당을 검거했을 때 사용된 두 통장은 저희가 추가적인 피해자가 발생하지 않도록 저희가 규정상 동결 처리를 했는데요,1
금융 거래가 되지 않도록 금융감독원에서 지급 정지를 한 상태입니다,1
금융 사기단을 검거했는데요 검거 현장에서 대장의 신용카드랑 보안카드 대포통장 대포폰을 압수했는데요,1
압수했던 물품 중에서 본인 명의로 되신 국민은행하고 농협은행 다 본인께서 이 계좌 개설에 대해서 알고 계셨습니까,1
최근에 불법 사이트 운영 혐의로 인해서 저희 쪽에 검거가 용의자고요,1
"저희가 검거 과정에서 다량의 대포통장, 보안카드, 신용카드 등을 압수했습니다",1
압수 품목이 명의로든 국민은행과 농협은행 통장이 발견되어서 연락을 드린 거고요,1
연락드린 이유는 고객님께서 혹시 대가성을 받고 통장을 판매하신 가해자분이신지 명의도용을 당하신 피해자분이신지 저희가 확인 조사 차 연락을 드린 겁니다,1
그니까 말 그대로 지금 피해자이신지 가해자이신지 가리기 위해서 수사를 진행하는 부분이고요,1
개설되어 범죄에 사용된 사실 알고 계셨습니까 두 개의 통장은 추가적인 피해자가 발생하지 않도록 저희가 규정상 동결 처리했습니다,1
혹시 동결 처리가 무엇인지는 알고 계신가요,1
알고 계시는 금융권이 일치한지에 대해서 일 대 일 대비 조사 요정이구요,1
이 부분은 본인 진술이 필요하십니다,1
왜냐하면 본인께서 정상적으로 사용하시는 금융권 외에 본인이 모르는 통장이나 카드가 발견이 된다면요 아직 검거하지 못한 일당들이 추가적으로 사용하시는 불법 통장인 줄 알고 바로 지급 정지를 시키겠습니다,1
명의로 된 은행권이 있다면 상품을만 간단하게 말씀해 주시겠습니까,1
계좌 지정을 해주셔야만이 보호 조치를 해 드릴 겁니다.,1
네 예금자 보호 등록을 위해서 확인이 되셔야 하는데요,1
오백만 원에서 천만 원 이상 크게 차이가 나신다면 그 계좌도 정상 계좌가 아니라고 판단하고 본인한테 피해 방지차 동결 처리를 위해서 여쭤보는 겁니다,1
본인이 진술하신 금융권 외에 본인 명의의 다른 통장이 발견이 된다면 대포통장으로 간주를 하고 동결 처리시키겠습니다,1
수사과에서 문희경으로 인한 금융 사기 집단을 검거했는데요,1
검거 현장에서 대량의 대포통장과 체크카드를 압수하는 과정에서 본인 명의로 대신 우리은행과 하나은행 통상 두 건이나 같이 발견되었습니다,1
서울중앙지검이구요 명의도용 사건 때문에 연락드렸습니다,1
주변에 생각나시는 분도 없으시고요  전혀 들어보신 적도 없으십니까,1
얼마 전에 저희 추석과에서 검거를 하였구요,1
이들을 검거한 현장에서 번의 명의라듯이 은행 통장 대포통장으로 발견이 되어서 연락드렸습니다,1
실제로 은행 거래를 하고 계십니까 아니시면 최근 삼 년 사이에 지갑이나 신분증 개인 정보가 유출될 만한 물건들을 분실하시거나 남에게 양도한 사실이 있습니까,1
저희 검찰청에서 본인 앞으로 연락드리오는 이 두 통장을 양도 판매한 가해자인지 아니면 본인도 명의도용을 당한 피해자 신분이신지 확인 조사차 연락드렸구요,1
만약에 이 전과가 있으시면 직접 저희 쪽으로 내 방을 하셔서 저사를 받으셔야 되시구요,1
범죄 현장에서 본인 명의로 되신 통장이 발견되셨기 때문에 본인께서 양도한 게 아니라면 간단한 피해자 입증 조사를 받으셔야 되십니다,1
조사 과정은 전반적인 녹취 상태로 진행되는데요.,1
저희 검찰 수사 같은 경우엔 일대일 대비 조사를 원칙으로 하고 있고요,1
서울중앙지방검찰청에서 전화드린 거예요 현재 저희 검찰에서 주범으로 인한 금융범죄 사기단을 검거한 상태예요,1
검거 현장에서 대량의 신용카드와 대포통장을 압수하던 과정에 명의로 된 농협 하나은행 통장 두 점이 발견돼서 조속히 연락드린 거고요,1
검찰에서 연락드린 목적은 본인께서 일당들에게 금전적인 대가성을 받고 통장 판매를 하신 건지 그게 아니시면 개인정보 유출로 명예도 당하신 피해자이신지 그 여부를 파악하고자 연락을 드린 거예요,1
먼저 본인 통장이 불법적으로 사용이 되었기 때문에 사용에 대해서 말씀을 좀 드릴게요,1
명의로 된 통장을 사용하여 입금을 유도했고요,1
자금만 인출한 후 지금 도주 잠적한 상태예요,1
이제 물건을 받지 않은 피해자분들이 발생이 되겠죠 그 피해자분들이 현재 씨 앞으로 고소 고발 조치가 취해진 상태고요,1
본인께서 금일 안으로 피해자 입증만 받게 되시면 본인 앞으로 취해진 고소 고발이나 피해 금액은 전부 취하 처리될 수 있으니깐요,1
너무 걱정하지 마시고 적극적으로 협조해 주세요,1
옥션이나 인터파크 이런 데 이용하세요 이용 안 하고 계시고 본인이 지금 너무 안일하게 생각하시는 거 같은데 본인이 확인 안 해 보시고 없다라고 말씀을 하시면 저희가 추가적인 조사 진행을 해 봐야 돼요,1
본인과 연루된 명의도 사건이 있어요.,1
그래서 저희가 몇 가지 확인차 연락을 드린 거예요,1
주범으로 인한 금융범죄 사장을 검거한 상태예요,1
검거 현장에서 대량의 신용카드와 대포통장을 압수했는데,1
본인 명의로 된 통장 두 개가 발견되었어요,1
본인 혹시 이 통장 개설 건에 대해서 알고 계신 사실 있으세요,1
일당들에게 금전적인 대가성을 받고 통장을 판매 양도하신 건지 그게 아니시면 개인정보 유출로 명의 도용을 다 같이 피의자시킨지 여부를 파악하고자 연락을 드린 거예요,1
통장이 불법적으로 사용이 되었어요,1
일당이 고가의 물건을 판매한다는 명목 하에 본인 명의로 된 통장 사용을 입금을 유도했어요,1
그리고 자금만 인출한 후에 지금 도주 잠적한 상태고요,1
물건을 받지 않는 피해자가 발생이 되었겠죠 그 피해자분들이 현재 본인 앞으로 고소 고발 조치가 취해진 상태고요,1
본인 앞으로 고소 고발 조치가 취해진 상태고요,1
본인께서 금일 안으로 피해자 입증만 받게 되시면 본인 앞으로 취해진 고소고발 건이라든가 피해 금액은 전부 취하처리 될 수 있으니깐요,1
제3자의 육성 또는 기타 소음이 유입될 경우에는 본인 증거 자료잖아요,1
증거 자료에 조작 가능성이 있다고 해서 채택되기 힘드실 수가 있어요,1
본인이 주의하셔야 되는 거예요 그리고 본 사건은 명예훼손 사건이고 본인은 아직 피해자도 가해자도 아닌 조사하신 분이 때문에 제3자에게 유포 발언권이 없는 상태예요,1
제3자에게 유포 발언 시 저희는 최초 유포자로 판단하여 법적 책임이 따른다는 점 필리 유의하셔야 되는 거예요,1
